puttalam,tauu,rlus,sfcWind,rsuscs,rsus,rsdscs,prw,hurs,rtmt,ua_850,evspsbl,vas,clwvi,rsutcs,rsds,ua_500,va_850,pr,huss,sbl,zg_500,wap_500,clt,va_500,clivi,ta_500,psl,hfls,hfss,prc,ps,rlds,rldcs,rlut,rlutcs,rsdt,rsut,ta_850,tas,tasmax,tasmin,tauv,tro3_500,tro3_850,ts,uas,wap_850,zg_850,date
270,0.153143351,0.419499877,0.411626825,0.538533155,0.188835858,0.315189374,0.747792623,0.867824329,0.132305955,0.108322777,0.548235294,0.250830793,0.422223801,0.099843806,0.154299776,0.32031892,0.58149324,0.789873289,0.771218981,0.20126183,0.484718487,0.249950419,0.73446305,0.625646725,0.268125998,0.582646367,0.530715173,0.548018496,0.155374465,0.818975241,0.524892864,0.835392271,0.750968702,0.356946483,0.293147841,0.235866083,0.640806897,0.337126353,0.408005837,0.274053079,0.581521625,0.302525691,0.282655574,0.451565725,0.403900931,0.118290112,0.164557977,0.50022572,11/1/1980
149.4,0.088656606,0.232269658,0.658343455,0.348853139,0.325837058,0.154260764,0.586458799,0.784959063,0.054672473,0.109857093,0.814117647,0.076136895,0.323998621,0.057450237,0.311703219,0.322018795,0.44813908,0.404834947,0.541100289,0.74511041,0.504853234,0.641651822,0.647509838,0.691266713,0.203105614,0.495951715,0.709844126,0.813042778,0.284441293,0.420101462,0.709102635,0.607017782,0.545006204,0.567395102,0.45959102,0.003188615,0.386961743,0.271600506,0.208723968,0.133778966,0.328422555,0.104676951,0.46882464,0.552471863,0.225947057,0.06433718,0.606249585,0.628603513,12/1/1980
98,0.130169758,0.189182856,0.511060296,0.534212765,0.669727246,0.359745831,0.261957753,0.544178627,0.240209668,0.140672066,0.632941176,0.18835486,0.035914293,0.120222913,0.678119624,0.096812867,0.429144227,0.073381568,0.370462257,0.625236593,0.862608456,0.864883118,0.19404153,0.664080363,0.01954332,0.461396533,0.964924053,0.632914859,0.448659313,0.079321816,0.965826476,0.314897219,0.320385868,0.814125748,0.691303038,0.153610915,0.095965396,0.393411786,0.214381126,0.266417822,0.188155199,0.223074633,0.80163322,0.637339841,0.206003654,0.082723136,0.871013068,0.953389203,1/1/1981
17.4,0.15678528,0.440105506,0.337982756,0.701644712,0.744970091,0.647153783,0.344333599,0.341311297,0.533679218,0.196601197,0.251764706,0.357771056,0.048702925,0.2185429,0.814470582,0.51932972,0.48059871,0.048043799,0.413066065,0.798107256,0.894724015,0.81283605,0.15533477,0.853187914,0.019597988,0.571080528,0.860478306,0.252805827,0.685946571,0.051858845,0.859044081,0.40132708,0.456564089,0.787017408,0.599391029,0.551220208,0.097076986,0.425572903,0.464024511,0.546782036,0.36019245,0.365558268,0.654952336,0.56495152,0.468753179,0.112711388,0.802929613,0.915328323,2/1/1981
65.8,0.230488948,0.782857595,0.121293863,0.880239729,0.817964877,0.918742931,0.365554476,0.128740291,0.732910931,0.274494436,0.101176471,0.535914282,0.090159519,0.304147507,0.86383603,0.531428323,0.584409655,0.101370965,0.503167575,0.735015773,0.835006453,0.746657067,0.454422871,0.672152762,0.056736557,0.84703372,0.563891977,0.10073788,0.799348447,0.10885446,0.558140607,0.541087343,0.605588744,0.705544941,0.704723076,0.893759034,0.195664987,0.638285005,0.776690386,0.837599359,0.631252408,0.491382447,0.710271746,0.352450644,0.808794407,0.213041939,0.571847289,0.683847416,3/1/1981
147.6,0.377607772,0.859271836,0.045063764,0.853127302,0.64741369,0.984800201,0.454467534,0.191127086,0.706966158,0.399306885,0.261176471,0.708474712,0.134328367,0.235710076,0.755338227,0.396374552,0.765552968,0.239108258,0.599820439,0.028391167,0.889398187,0.456673377,0.420681011,0.675896954,0.081988567,0.785978216,0.612056017,0.261466738,0.580414585,0.257711722,0.608844162,0.686459634,0.740128305,0.656939089,0.68504137,0.996834645,0.320789994,0.584750177,0.816406133,0.79186183,0.776296574,0.596904124,0.568017672,0.298754429,0.856622773,0.480655525,0.457593214,0.768577729,4/1/1981
115.4,0.698233255,0.745552947,0.73875443,0.494154186,0.383371803,0.749609934,0.813385711,0.60145396,0.787293418,0.649143822,0.64,0.948896048,0.337590232,0.167799431,0.456432757,0.507796612,0.843077433,0.256049208,0.895304603,0.304416404,0.708742842,0.635168164,0.713623433,0.592709525,0.471135976,0.81406103,0.236486668,0.638897182,0.580312192,0.275224341,0.233377571,0.874448143,0.924191063,0.258589678,0.303541178,0.892852313,0.543112111,0.7897475,0.751820066,0.659053342,0.877148648,0.904411619,0.462673342,0.491075001,0.732315011,0.801443281,0.663530719,0.299365553,5/1/1981
59.8,0.803367006,0.686313247,0.781180872,0.409417851,0.350953604,0.665135743,0.877809452,0.583986404,0.780401422,0.824661686,0.447058824,0.788003998,0.442051891,0.123012799,0.463735861,0.605358503,0.500284967,0.284038605,0.8732145,0.400946372,0.544087137,0.662384784,0.624449734,0.713659044,0.675291872,0.831022117,0.161109771,0.445910546,0.502136414,0.307065466,0.158599382,0.878873821,0.932281756,0.256835973,0.246555659,0.780243286,0.485311673,0.709381615,0.74387836,0.641306278,0.87124633,0.760270508,0.424910322,0.272910003,0.672258279,0.884901894,0.520872476,0.193613697,6/1/1981
0.5,0.670001931,0.689087352,0.560242025,0.422993298,0.69263253,0.68142895,0.739940696,0.523708207,0.864034284,0.691696456,0.275294118,0.75295397,0.082681659,0.185080595,0.75158645,0.68876764,0.373123976,0.132306614,0.795842398,0.506309148,0.534406498,0.743790683,0.617782347,0.752596555,0.109665357,0.72474362,0.283519811,0.275926522,0.688248283,0.14308367,0.282103331,0.776363896,0.867105968,0.51244883,0.368010119,0.800930538,0.199229406,0.648286078,0.724854689,0.692202515,0.785747916,0.692498817,0.35406059,0.24936548,0.683220155,0.785707116,0.55933024,0.332024429,7/1/1981
19.9,0.738534768,0.522111846,0.651323936,0.710072292,0.33670539,0.807138621,0.900811665,0.879278447,0.678595284,0.718332114,0.425882353,0.766601231,1,0.155232088,0.381947474,0.390263845,0.410640141,0.872449374,0.933737868,0.161829653,0.392398006,0.166183895,0.851650157,0.726621552,0.780285879,0.645453646,0.19476673,0.427064472,0.303665621,0.724980239,0.19135159,0.896178575,0.892442943,0.259057113,0.227502063,0.89615645,0.63847678,0.596808591,0.570558436,0.458716964,0.737757762,0.757392418,0.096487237,0.247181294,0.502730984,0.81515385,0.336122878,0.18507379,8/1/1981
38.6,0.668672854,0.377839056,0.547374854,1,0.647268129,0.839704458,0.749238162,0.862662193,0.838837577,0.753220025,0.392941176,0.790567845,0.235921478,0.249187926,0.608039015,0.614962385,0.575422193,0.263414839,0.797074049,0.42873817,0.492062025,0.672656392,0.643318947,0.700320187,0.316013704,0.608398359,0.37421117,0.393191614,0.227384448,0.28398065,0.373516256,0.737205204,0.730307187,0.326274661,0.210693422,0.878932132,0.430724378,0.540005349,0.440285148,0.353328392,0.597322755,0.734271891,0.047509377,0.163639173,0.363345294,0.780017065,0.571059485,0.351725229,9/1/1981
162.1,0.56658683,0.453683705,0.340577601,0.907992407,0.573400729,0.662231039,0.675576932,0.748883428,0.529388965,0.561328368,0.336470588,0.69357364,0.311378978,0.208539638,0.534488601,0.60268054,0.497750712,0.358431474,0.752340927,0.624921136,0.350064617,0.549164268,0.584326311,0.686805497,0.197311197,0.730263997,0.36081341,0.337281584,0.296761095,0.36119538,0.35916939,0.716305311,0.722273375,0.484425215,0.355321777,0.630357326,0.414045228,0.496194502,0.482464217,0.422299655,0.582592876,0.639716938,0.21539154,0.37517404,0.439250733,0.681651484,0.463397138,0.343495832,10/1/1981
141.1,0.225473358,0.399510019,0.263063793,0.693753839,0.568741761,0.395951293,0.399779406,0.293018583,0.245278639,0.227078444,0.451764706,0.279109313,0.13739639,0.17778861,0.538428804,0.487078672,0.218121999,0.211855424,0.368293346,0.36214511,0.524458186,0.788318045,0.366486306,0.62017308,0.100703506,0.590485314,0.664321989,0.452637031,0.377040459,0.229054709,0.662404193,0.482567455,0.474010964,0.662866972,0.598819205,0.237596432,0.273944351,0.253507003,0.433697238,0.44787011,0.42727265,0.318769599,0.477046792,0.603837869,0.400733562,0.20117777,0.557386255,0.652849782,11/1/1981
175.1,0.078523176,0.321883134,0.615566213,0.453587051,0.542452064,0.207882391,0.339311526,0.24260956,0.194867406,0.131822885,0.851764706,0.135549259,0.137354794,0.108802114,0.505404617,0.138245868,0.23232573,0.155876632,0.267110559,0.376340694,0.377973054,0.830900677,0.369745095,0.465983783,0.12465746,0.346000786,0.701136325,0.851347941,0.512810293,0.16855657,0.700616484,0.40888338,0.390822047,0.629939369,0.568147769,0.002470777,0.210221653,0.103362577,0.329230973,0.341650875,0.324243594,0.148208313,0.700680384,0.782062964,0.335395098,0.050214958,0.759521939,0.604099918,12/1/1981
12.3,0.176542932,0.290477038,0.471298622,0.50546984,0.610799623,0.346584926,0.321402644,0.215366086,0.328737471,0.25407499,0.505882353,0.256828218,0.182165052,0.109020072,0.620982666,0.414601674,0.168661788,0.090322519,0.22589478,0.209148265,0.316728818,0.802972826,0.360424402,0.423124672,0.189637787,0.296177443,0.6871389,0.506882919,0.667862682,0.092137869,0.687005896,0.323554789,0.328470553,0.664764452,0.561852549,0.151075276,0.150027172,0.220139076,0.307894169,0.38157175,0.233451843,0.255361621,0.666897691,0.859018403,0.318164882,0.165700166,0.743311654,0.594966255,1/1/1982
0,0.153897636,0.26441689,0.443681809,0.758984982,0.710433305,0.678002976,0.305407643,0.248881754,0.55307635,0.170451447,0.376470588,0.206806036,0.12378989,0.247058853,0.780999719,0.153326553,0.195436043,0.17944665,0.241782439,0.662776025,0.44547905,0.650316133,0.252670706,0.630131298,0.077709201,0.389133405,0.631874297,0.377339622,0.713977489,0.186069189,0.632001,0.281702987,0.287129277,0.710623751,0.547119457,0.554632372,0.149808077,0.329331335,0.29701005,0.404466231,0.161604672,0.235813027,0.695155563,0.897703872,0.293046482,0.117304438,0.679404361,0.548062676,2/1/1982
