puttalam,tauu,rlus,sfcWind,rsuscs,rsus,rsdscs,prw,hurs,rtmt,ua_850,evspsbl,vas,clwvi,rsutcs,rsds,ua_500,va_850,pr,huss,sbl,zg_500,wap_500,clt,va_500,clivi,ta_500,psl,hfls,hfss,prc,ps,rlds,rldcs,rlut,rlutcs,rsdt,rsut,ta_850,tas,tasmax,tasmin,tauv,tro3_500,tro3_850,ts,uas,wap_850,zg_850,date
0.1,0.757034048,0.816611701,0.795211667,0.527985244,0.636756622,0.772378995,0.583196707,0.464123356,0.838533082,0.65229506,0.576470588,0.937259622,0.130927405,0.252304505,0.741105392,0.489634513,0.875083236,0.10505378,0.846928748,0.348264984,0.714989843,0.72726354,0.493658336,0.516648095,0.198120031,0.604050742,0.294038451,0.576777297,0.808807533,0.113630629,0.293850432,0.76050774,0.851279078,0.541028132,0.605763069,0.895966115,0.251107488,0.877262214,0.830695025,0.806404494,0.883254358,0.916303514,0.772818774,0.549797332,0.815116106,0.84415901,0.821318032,0.403312034,5/1/1989
5.2,0.87575,0.630545852,0.933386242,0.366959129,0.386576003,0.643344174,0.898135698,0.680534631,0.684019245,0.873939637,0.515294118,0.956190028,0.18731165,0.134251581,0.475243897,0.525407995,0.749591206,0.398942443,0.92076299,0.710094637,0.637179258,0.497499298,0.6835232,0.61293688,0.170347915,0.873708246,0.20103051,0.515540534,0.455288214,0.431245856,0.203497505,0.929640075,0.956616839,0.37096163,0.257262503,0.783301396,0.469469474,0.705033691,0.711534678,0.595273693,0.888800401,0.975794031,0.451964965,0.271419871,0.617087195,0.919643214,0.72227061,0.23652829,6/1/1989
10.4,0.751253771,0.550782761,0.694026651,0.406428649,0.541798195,0.675053233,0.68660245,0.568281957,0.804338591,0.831753231,0.437647059,0.819605421,0.135548798,0.222475686,0.628177705,0.986821515,0.573484946,0.265624528,0.745410682,0.340378549,0.440797496,0.55269034,0.65895682,0.760389917,0.149728906,0.694511518,0.34122442,0.437252538,0.453284692,0.287164763,0.343322274,0.772034723,0.789067968,0.429921021,0.329576221,0.803998938,0.325478421,0.530814155,0.620763826,0.544255105,0.735441469,0.77446971,0.632312956,0.242775276,0.546675743,0.842945054,0.606606733,0.347393898,7/1/1989
22.1,0.619152929,0.751681627,0.534104056,0.746980684,0.673207803,0.829159844,0.698231155,0.425233192,0.837451551,0.59260487,0.428235294,0.88213728,0.196355972,0.215065369,0.744949201,0.447247107,0.898872758,0.285511731,0.740278203,0.334700315,0.5469485,0.623501526,0.495458217,0.674206636,0.186257428,0.503226343,0.405794584,0.428505723,0.736441469,0.297513128,0.403633326,0.775753195,0.843825688,0.522753232,0.382414305,0.899271817,0.270106347,0.617301804,0.752089407,0.715971856,0.806765956,0.803004154,0.207286712,0.042208061,0.746955358,0.734850071,0.683219038,0.479423335,8/1/1989
159.1,0.69289116,0.435555843,0.697188896,0.872429477,0.022441434,0.773684798,0.992846443,0.943450384,0.515533336,0.888750489,0.487058824,0.95238173,0.683369364,0.235783009,0.028648651,0.835339492,0.965960966,0.832093084,0.924926933,0.216719243,0.491199921,0.179688702,0.983971858,0.830320119,0.513825582,0.574152317,0.42002722,0.486180401,0,0.889200843,0.419271131,1,0.908576572,0,0.046461644,0.882039336,1,0.433352945,0.509741829,0.326674379,0.769629983,0.895687226,0.104121256,0.15466331,0.408358494,0.791165167,0.156532509,0.422870071,9/1/1989
187.8,0.385788132,0.409319759,0.08006977,0.861947032,0.528586052,0.640664897,0.611577758,0.744255495,0.540758412,0.395783498,0.235294118,0.61681867,0.141180208,0.264410148,0.509310084,0.529329418,0.640360195,0.286984857,0.678352603,0.605678233,0.677625991,0.73055716,0.551404776,0.70811294,0.135628843,0.61073899,0.705542104,0.235847716,0.227013444,0.309453551,0.704418348,0.711663775,0.683923287,0.454591531,0.344426831,0.633341068,0.4323191,0.346311111,0.411950463,0.344581819,0.497433449,0.576962403,0.354780623,0.14254737,0.390140474,0.432106337,0.490112948,0.733401985,10/1/1989
352.5,0.29671671,0.384060473,0.144344032,0.512537061,0.276480605,0.305929358,0.646120998,0.738245107,0.172966607,0.294793334,0.345882353,0.296300179,0.215960109,0.162924609,0.245329872,0.455037088,0.393043882,0.457130925,0.634703219,0.050473186,0.438822222,0.555158948,0.712916567,0.450094281,0.151733856,0.45463223,0.594997244,0.34549822,0.200123202,0.49333605,0.594070991,0.733405113,0.667427325,0.426137216,0.337343083,0.24038559,0.547179619,0.259776401,0.358172256,0.26224603,0.484335701,0.364025277,0.336754153,0.5784079,0.364939058,0.296304644,0.315198715,0.556469369,11/1/1989
220.6,0.115506318,0.28706789,0.520306692,0.336926785,0.357226092,0.150596334,0.526419881,0.739015991,0.035331409,0.093723809,0.682352941,0.193737601,0.173403534,0.081696413,0.347540179,0.27881235,0.480346283,0.36947992,0.577646695,0.478044164,0.587587231,0.597844004,0.430924147,0.836092107,0.066753279,0.396192152,0.72647954,0.682508238,0.234149813,0.398608702,0.724096941,0.588987301,0.558557451,0.634839909,0.479707784,0.005143521,0.345201846,0.273143249,0.294720723,0.239099692,0.377724336,0.239950906,0.540408809,0.665757069,0.282984654,0.070533747,0.600600703,0.686576142,12/1/1989
0,0.045147549,0.227650538,0.678166183,0.419009523,0.487232871,0.301810988,0.43153523,0.555048798,0.265293708,0.130104843,0.823529412,0.100497271,0.154625155,0.091847082,0.492789747,0.591687949,0.218002817,0.16987133,0.403518434,0.171293375,0.678183491,0.818098077,0.464978321,0.672262414,0.072321989,0.420859692,0.933483732,0.822555292,0.43513292,0.182885077,0.933342704,0.496307015,0.452768598,0.598855633,0.456305266,0.153492039,0.264450312,0.149129127,0.238234893,0.212215396,0.311280213,0.070497677,0.665149546,0.850776024,0.234412758,0.034148729,0.8961434,0.879250577,1/1/1990
0,0.191436958,0.347923436,0.346152265,0.775268665,0.898318336,0.689087377,0.169806952,0.266742676,0.511885407,0.238491813,0.352941176,0.416925731,0.011578182,0.27473618,0.925029549,0.674907684,0.524835562,0.003938403,0.310690362,0.555520505,0.621168548,0.925931284,0.183633504,0.242313138,0.007061829,0.713810792,0.629347993,0.352336375,0.708662688,0.004248402,0.627304889,0.24152187,0.302207672,0.908979877,0.832157416,0.557225045,0.011611473,0.508569594,0.386423513,0.511704251,0.240540034,0.358322822,0.936267065,0.6913033,0.382810812,0.216583728,0.903554494,0.610687157,2/1/1990
1.5,0.22186783,0.634967094,0.208258252,0.858521743,0.762569106,0.910210577,0.381246329,0.214761081,0.700962394,0.217052073,0.195294118,0.437805037,0.094919595,0.326044619,0.816095328,0.229505702,0.438783153,0.180919776,0.457221595,0.132492114,0.836769434,0.686010027,0.377822481,0.327433141,0.088446345,0.611008897,0.691591741,0.194820673,0.747583562,0.195621527,0.688338271,0.498347878,0.539627541,0.692735738,0.641590289,0.902441645,0.239606171,0.54481652,0.636842711,0.701288341,0.512567672,0.42289506,0.66261287,0.726069476,0.660274201,0.214232023,0.511575109,0.786237668,3/1/1990
174.9,0.444713978,0.731492554,0.258696549,0.738374286,0.496597735,0.920641448,0.707055408,0.480022875,0.798248198,0.460612783,0.258823529,0.763572424,0.177673094,0.209262525,0.575758651,0.506441521,0.802278993,0.320866758,0.787968293,0.832807571,0.631325464,0.546905844,0.695676662,0.738237814,0.173027857,0.53563227,0.39495845,0.259073952,0.45618111,0.346866873,0.391477507,0.814304305,0.846769974,0.374645107,0.345403282,0.999265945,0.492813997,0.620225732,0.750945345,0.688167464,0.796032587,0.657304639,0.431552721,0.307122942,0.725103927,0.545501505,0.519488299,0.483813318,4/1/1990
16.9,0.654758174,0.656243065,0.661697883,0.46474032,0.445548835,0.734152244,0.705205783,0.723136386,0.642427069,0.618405163,0.447058824,0.921807259,0.120714529,0.229246699,0.543340375,0.31790283,0.751250374,0.289194546,0.931385751,1,0.677158939,0.600654615,0.51346717,0.614622935,0.121003678,0.772206684,0.270519922,0.447705351,0.470239457,0.311841635,0.267693297,0.820680746,0.875414642,0.525658644,0.428388827,0.892507541,0.432021455,0.74652187,0.696541466,0.607265791,0.812702787,0.84176981,0.542378933,0.557607893,0.654603537,0.785132508,0.567087847,0.333367429,5/1/1990
83.9,0.685845648,0.658938554,0.720143352,0.396546465,0.461793524,0.659517009,0.792480869,0.702733504,0.640682457,0.699583267,0.404705882,0.97197746,0.263996263,0.159374075,0.556836044,0.383622675,0.932202443,0.365797105,0.921621918,0.139432177,0.574016988,0.555079644,0.570428403,0.645962544,0.219783017,0.840038776,0.155394782,0.405135726,0.54817035,0.377115942,0.155073837,0.85873315,0.913806266,0.512541231,0.403999775,0.782083006,0.381084052,0.748578145,0.699079859,0.61696329,0.805397631,0.921535987,0.465191016,0.288520908,0.648323339,0.778877357,0.673531976,0.181983172,6/1/1990
5.5,0.708983627,0.534362718,0.636050405,0.357325935,0.417173698,0.647631728,0.847150148,0.683458178,0.809376441,0.850468442,0.390588235,0.761871723,0.250429123,0.194250135,0.521001503,0.679773993,0.358923036,0.340017398,0.85172896,0.271293375,0.438334876,0.587896691,0.620205164,0.718350342,0.303277125,0.757262392,0.21810885,0.389677926,0.271934841,0.367563605,0.217141648,0.833965052,0.873903057,0.310970528,0.202842409,0.806087702,0.427444877,0.620534923,0.639230946,0.548144184,0.769483288,0.704589822,0.347397115,0.284363982,0.524125855,0.809598713,0.505373847,0.233586782,7/1/1990
0.5,0.631658608,0.613950827,0.549743891,0.699161651,0.436117911,0.804844008,0.818154783,0.69149378,0.710227987,0.633720346,0.348235294,0.807115831,0.477601521,0.192381757,0.485557174,0.297653028,0.666530929,0.376108988,0.86408005,0.383596215,0.238340408,0.450645906,0.727697915,0.633652083,0.508595858,0.61471614,0.1026035,0.347956624,0.432494412,0.388260336,0.098663393,0.837352642,0.874960115,0.350050888,0.264957312,0.900983043,0.533557957,0.640407609,0.649351154,0.563779662,0.762510963,0.748018558,0.092010708,0.085378163,0.6060518,0.759957212,0.648707067,0.085002641,8/1/1990
196.7,0.87673653,0.308170027,0.820812436,0.911825256,0.416383162,0.792919974,0.87684319,0.952128912,0.725753004,0.980015805,0.447058824,0.856829288,0.681965531,0.250643717,0.394004175,0.848067726,0.663811625,0.560249754,0.836782005,0.465646688,0.306123317,0.465637818,0.768551845,0.656374426,0.741141615,0.76927964,0.193739792,0.446690186,0.105031778,0.544281851,0.194205945,0.829741122,0.791497301,0.216567651,0.125075535,0.879223226,0.625480221,0.497465495,0.408719685,0.271005969,0.618582401,0.865962005,0.147798628,0.267153527,0.286408172,0.898444074,0.557259232,0.112497754,9/1/1990
194.1,0.493130597,0.425094841,0.29072448,0.801734222,0.492992611,0.606185911,0.742702106,0.759883421,0.517702612,0.569392165,0.247058824,0.693408368,0.505809409,0.246987742,0.454638743,0.483354554,0.650531065,0.485120321,0.73491331,0.159621451,0.396660522,0.462468641,0.613584521,0.827303145,0.414036703,0.527795767,0.389866708,0.247426968,0.315158259,0.445574362,0.388098105,0.729723943,0.741089734,0.42630411,0.276369449,0.624914436,0.472336385,0.447913759,0.462397781,0.397647233,0.550281798,0.633148477,0.083521451,0.32120081,0.407023241,0.590931453,0.445812983,0.368230383,10/1/1990
292.3,0.307916786,0.261787805,0.321763096,0.5178896,0.388376767,0.306268983,0.562822511,0.673480409,0.371114712,0.272015307,0.442352941,0.324251835,0.362913485,0.190434141,0.348871763,0.354058799,0.335601122,0.247947015,0.513817451,0.662776025,0.364818172,0.698855907,0.729289191,0.678866365,0.264592318,0.295510088,0.648713513,0.441443389,0.219122762,0.243383215,0.645970783,0.593482047,0.537904094,0.349238878,0.247025552,0.231675244,0.438974113,0.195953775,0.269844468,0.203623028,0.37174682,0.365979587,0.442025834,0.587586628,0.251851685,0.314313829,0.478017668,0.573872444,11/1/1990
56.5,0.082527604,0.209725897,0.653448731,0.302519922,0.190125771,0.132854662,0.61515613,0.86238238,0.08195593,0.033074681,0.618823529,0.110604862,0.559981646,0.072959847,0.18677018,0.189416461,0.309687241,0.576454141,0.620737137,0.490536278,0.260884256,0.482501721,0.701480528,0.573815643,0.39702713,0.390345462,0.490443625,0.61868549,0.131091771,0.584083258,0.486113987,0.678838076,0.576569185,0.397250767,0.353316444,0.004089967,0.514265669,0.24909383,0.239645906,0.128321091,0.395290719,0.11786736,0.589746097,0.747720025,0.198893366,0.078776811,0.444198435,0.368719128,12/1/1990
16.9,0.173351111,0.122624155,0.455872011,0.379897375,0.323094865,0.285766984,0.561111714,0.773597398,0.349171758,0.160084527,0.421176471,0.187909868,0.503996384,0.075202209,0.341842791,0.057251631,0.333429,0.320866758,0.493176206,0.299369085,0.171222084,0.360096012,0.678421208,0.493055966,0.412231157,0.265849637,0.52935308,0.420232249,0.204297982,0.327762198,0.528592044,0.555848549,0.463364505,0.341741908,0.247579043,0.161821602,0.424038708,0.270068463,0.158312405,0.101759596,0.257130108,0.247993297,0.617780869,0.836292676,0.118889671,0.134630775,0.627005993,0.389978421,1/1/1991
34.1,0.270414992,0.180320143,0.116353818,0.921397317,1,0.769481378,0,0.038361468,0.542932147,0.258320913,0.305882353,0.407937557,0,0.348414499,0.982895582,0,0.062852719,0.001051075,0.036782264,0.546687697,0.507701682,0.694305295,0.332595758,0.156810189,0.009031086,0.364762754,0.709808804,0.305055129,0.541401172,0.001024488,0.709511252,0,0,0.889143816,0.818159686,0.561359967,0.004727443,0.47,0.229094281,0.425659284,0,0.413687459,0.820161161,0.966267239,0.22499483,0.246990428,0.672849028,0.66450304,2/1/1991
60.8,0.238331575,0.394662107,0.187266795,0.834598981,0.666704633,0.895810286,0.420678555,0.427689946,0.726838272,0.226230541,0.303529412,0.409010597,0.420229926,0.318548548,0.725347455,0.377615025,0.513683516,0.553620686,0.462892931,0.069400631,0.43337272,0.37061739,0.456581637,0.696355146,0.331836836,0.337359547,0.583798461,0.304233898,0.442962422,0.484579741,0.580805853,0.481128377,0.484771188,0.563904058,0.513410687,0.900861485,0.330182316,0.397316784,0.430471223,0.461579038,0.374702908,0.388351505,0.713590507,0.679363836,0.409678329,0.24897869,0.426579572,0.573959281,3/1/1991
124.5,0.644778454,0.601281492,0.59545582,0.798254932,0.690454647,0.95512135,0.517088264,0.609244916,0.802008937,0.59954727,0.548235294,0.875591824,0.086351198,0.244043863,0.786876686,0.556875062,0.759153205,0.148511001,0.779305415,0.138801262,0.45752262,0.72439561,0.419104412,0.546085155,0.105710975,0.562279782,0.305617444,0.547921144,0.575878334,0.159800261,0.303570317,0.669329799,0.72378657,0.607206484,0.548577346,0.999738428,0.284347892,0.684061189,0.629745923,0.591991153,0.687951799,0.803360857,0.797129167,0.51659673,0.607934913,0.766527028,0.765743312,0.333051005,4/1/1991
123.1,0.685514535,0.593307988,0.697554079,0.498206612,0.514702536,0.754545759,0.612251973,0.682233339,0.667688972,0.657688453,0.444705882,0.930388119,0.11711065,0.251576435,0.609300976,0.40805996,0.801154005,0.284775168,0.831301479,0.311041009,0.4351966,0.635031064,0.513679807,0.49756401,0.119402659,0.618847844,0.248392888,0.444253339,0.548728976,0.307065466,0.247840969,0.768914486,0.784964879,0.565058847,0.493111503,0.893879698,0.376188996,0.674541565,0.624501109,0.558460577,0.709582489,0.8627119,0.832738932,0.426114131,0.589803452,0.798503129,0.692123794,0.259110129,5/1/1991
59.1,0.86259639,0.531433285,0.839371573,0.407430611,0.474160025,0.666286879,0.75313898,0.669791486,0.859255032,0.882147331,0.487058824,0.813786636,0.1645093,0.16483096,0.567106066,0.757445942,0.353759689,0.284775168,0.79627509,0.537223975,0.318990216,0.637693425,0.70059491,0.677084418,0.215915159,0.576107753,0.189994488,0.486825472,0.514031388,0.307861494,0.191136417,0.804187404,0.80662893,0.297729779,0.245363607,0.782694493,0.382508396,0.608552471,0.591003836,0.50881648,0.722717221,0.792253882,0.527799984,0.29130327,0.523203269,0.915612882,0.631460029,0.159579553,6/1/1991
2.5,0.709009377,0.602563405,0.644603631,0.390773503,0.6272528,0.666517449,0.735592311,0.519984455,0.855516222,0.680972406,0.392941176,0.762759245,0.088119861,0.218594605,0.740685587,0.463112135,0.566249528,0.184602591,0.726415703,0.886435331,0.319573561,0.678165565,0.536559653,0.688457356,0.091951803,0.41770696,0.244990566,0.393998599,0.647471666,0.199601668,0.243065923,0.730878787,0.805265777,0.517992651,0.277583503,0.805604148,0.204396393,0.622391133,0.643884672,0.610806359,0.717866442,0.729427719,0.21654219,0.214620978,0.601836148,0.81513495,0.641063091,0.243777025,7/1/1991
23.9,0.749126628,0.51347029,0.713910705,0.681772206,0.418354418,0.794482754,0.859361586,0.690392068,0.836721218,0.805701028,0.421176471,0.841289321,0.412617087,0.188737131,0.472202063,0.722502797,0.509305211,0.437980285,0.799352712,0.839116719,0.300839953,0.481537713,0.757048981,0.67322239,0.465055187,0.595495366,0.26452266,0.420212466,0.39083057,0.465475066,0.265184291,0.838941365,0.838934717,0.213529877,0.125855997,0.900677412,0.544783744,0.545015505,0.580316346,0.483156579,0.738663818,0.795673257,0.126580084,0.213930497,0.503880047,0.845709762,0.483437811,0.246401647,8/1/1991
87.6,0.670586074,0.533568916,0.597088825,0.973633793,0.743228765,0.827445372,0.700121459,0.634146671,0.786131698,0.695896832,0.437647059,0.865068095,0.096573098,0.291226569,0.737047344,0.547193884,0.791685818,0.23247919,0.756714904,0.706624606,0.637044484,0.709235856,0.491604264,0.806193947,0.074356779,0.611720406,0.512927389,0.437306275,0.512936388,0.251343496,0.513199025,0.742982542,0.774116862,0.5414199,0.313052483,0.880417127,0.286993519,0.541360858,0.588247352,0.529289914,0.673252733,0.810898161,0.169841244,0.124055845,0.524617978,0.783611256,0.625128766,0.561889562,9/1/1991
126.9,0.540552433,0.50332681,0.332834001,0.780046675,0.362504639,0.595425816,0.77494746,0.704144178,0.516913044,0.576527326,0.324705882,0.737402045,0.344834446,0.246735243,0.354292829,0.580545022,0.674996444,0.528577542,0.761904482,0.178548896,0.575665505,0.466400796,0.652281502,0.708099087,0.305575542,0.536061619,0.545616111,0.324221731,0.288710136,0.545873908,0.544701733,0.811843065,0.796306276,0.313130606,0.223403947,0.627964941,0.574787998,0.451068784,0.534444106,0.446968516,0.65441909,0.68661911,0.223313909,0.261387775,0.485322894,0.62878635,0.424813134,0.586611838,10/1/1991
360,0.219245976,0.34099504,0.283735722,0.585396712,0.5850909,0.341953118,0.419987201,0.390364219,0.292757938,0.221120103,0.583529412,0.276143308,0.097616638,0.241572822,0.536431062,0.461056841,0.163294264,0.203753231,0.393957605,0.758990536,0.529185894,0.76528002,0.421690171,0.622772815,0.091905328,0.438367924,0.679775631,0.582730502,0.324350773,0.220298399,0.679271789,0.467496398,0.462175006,0.633085764,0.533681269,0.234816669,0.257648382,0.232377235,0.360174373,0.363969634,0.366949038,0.319314414,0.30906188,0.624141975,0.341431022,0.180086255,0.644946637,0.642194437,11/1/1991
32.6,0.02517921,0.29337613,0.693406346,0.343321404,0.359991391,0.153609579,0.49329868,0.521207091,0.12563916,0.047301228,0.743529412,0.112531573,0.257840361,0.106680677,0.339495624,0.282752912,0.386279741,0.348119591,0.433452371,0.58170347,0.592060181,0.752361314,0.462200104,0.675601866,0.131939127,0.394869726,0.828295125,0.742957566,0.440194378,0.373135802,0.826291772,0.559778032,0.504092302,0.526072686,0.466956191,0.004616577,0.363022336,0.187117795,0.305235406,0.278824214,0.373291442,0.099453568,0.664199799,0.70402803,0.293231474,0.01733906,0.629092527,0.779255346,12/1/1991
0,0.130359173,0.167868913,0.534134414,0.417109527,0.482267675,0.304734839,0.447527764,0.69352467,0.275805881,0.104082005,0.569411765,0.14421428,0.638670624,0.105652536,0.499042154,0.250865819,0.318444022,0.429141528,0.452309192,0.539432177,0.388798229,0.408748707,0.437690104,0.872906821,0.535133653,0.552473147,0.58935079,0.569577777,0.386198346,0.310249579,0.590142691,0.439793023,0.410766728,0.593752238,0.436783796,0.157538617,0.262228916,0.385394238,0.183494943,0.188723634,0.205942247,0.149325929,0.598661935,0.714776896,0.176983835,0.109485337,0.841351129,0.488386064,1/1/1992
0,0.172313168,0.314130406,0.317128275,0.665943969,0.661472799,0.630270606,0.416997396,0.59312897,0.497928693,0.154934742,0.28,0.355948153,0.0716349,0.213155586,0.705155502,0.559487543,0.546926821,0.190495096,0.528777892,0.372555205,0.8322134,0.66821726,0.314678248,0.667836297,0.048790235,0.472321998,0.807453821,0.280878881,0.444807601,0.205969893,0.805924301,0.464821033,0.483680322,0.700821203,0.548060888,0.556152815,0.206971691,0.482739913,0.371057289,0.401685369,0.324716964,0.351727358,0.737233729,0.722135304,0.333490644,0.145581131,0.761590349,0.850141954,2/1/1992
24.9,0.325231475,0.697195955,0.113724326,0.909601254,0.894386009,0.938676221,0.244933006,0.098215624,0.702171699,0.296904343,0.164705882,0.586095509,0.042216629,0.36568081,0.967269379,0.299189768,0.461424308,0.032502318,0.429552261,0.015772871,0.759477575,0.859359291,0.227496072,0.374612388,0.047788437,0.930521613,0.488074162,0.165414972,0.707579657,0.034983049,0.485002647,0.408672975,0.482009249,0.846881908,0.895268751,0.897132058,0.09927836,0.725036902,0.716717526,0.806096084,0.539638411,0.520028125,0.824694195,0.783898958,0.730995177,0.363556483,0.634070512,0.596551579,3/1/1992
88.3,0.453307829,0.911446136,0.196466867,0.839757542,0.746487697,0.979873063,0.416750061,0.178393641,0.659587868,0.411167492,0.265882353,0.694008215,0.10497716,0.27648062,0.876237242,0.49822391,0.628705996,0.142618496,0.634148151,0.782334385,0.732492156,0.681479945,0.269538262,0.557661864,0.040824524,0.773197908,0.436735184,0.265526802,0.779777959,0.154228064,0.432370518,0.646222867,0.741806246,0.843811401,0.85782322,0.998131316,0.197331837,0.721449663,0.87455801,0.890318323,0.794242661,0.617485594,0.784929379,0.466787618,0.913414899,0.549023478,0.47207418,0.578675223,4/1/1992
100.8,0.695603773,0.755796608,0.673949883,0.446453349,0.480227031,0.727220164,0.685572047,0.51107001,0.790480624,0.639817463,0.592941176,0.889714111,0.209696903,0.295626379,0.560951514,0.514672829,0.778565461,0.252366393,0.818051865,0.3829653,0.619859703,0.620570227,0.694603628,0.70566154,0.295582144,0.695218107,0.293348574,0.592863952,0.656834226,0.272836256,0.290873685,0.810340287,0.856776123,0.383173238,0.391733475,0.893179305,0.430466828,0.738460458,0.75382815,0.6886969,0.839155916,0.83353529,0.495230273,0.519745437,0.755456621,0.803535399,0.639666028,0.357242704,5/1/1992
120.6,0.734136428,0.681297032,0.73130362,0.336378742,0.519941099,0.631979249,0.7096254,0.591791426,0.692505013,0.69482708,0.371764706,0.938087407,0.155773591,0.35042475,0.628593881,0.454293117,0.745716822,0.185339154,0.843217295,0.85488959,0.623345031,0.724215282,0.528100364,0.570432283,0.202613345,0.699418534,0.231314548,0.371514858,0.710407371,0.200397696,0.231786563,0.79069633,0.866052881,0.535378369,0.406566118,0.781262507,0.315679945,0.73879747,0.711158088,0.65856914,0.793961599,0.899771283,0.496288655,0.282283164,0.680731083,0.817036018,0.730199929,0.270923432,6/1/1992
9.8,0.713859053,0.543217609,0.644351322,0.227422124,0.331313659,0.580667725,0.899405237,0.776216302,0.739671117,0.830120673,0.317647059,0.773413572,0.456213892,0.457584852,0.419899189,0.711674983,0.361114242,0.420302772,0.89396234,0.80126183,0.367991517,0.758299038,0.684940817,0.810123535,0.512882665,0.979591738,0.050012207,0.318493065,0.395156837,0.423285574,0.045808208,0.860147819,0.900033819,0.256897586,0.194553406,0.803098816,0.533681885,0.639040334,0.602688792,0.501256263,0.741290758,0.750375059,0.446839818,0.328111974,0.536578337,0.807297613,0.421546886,0.008125725,7/1/1992
3.3,0.72813331,0.567265777,0.673673866,0.523325431,0.611302885,0.717742667,0.828048883,0.652360198,0.899099827,0.701834797,0.367058824,0.78136644,0.338981915,0.565083067,0.655479472,0.390586817,0.592083409,0.314974253,0.769168141,0.769716088,0.346882047,0.669122686,0.637094088,0.798627618,0.185602554,0.536454179,0.246172338,0.366946873,0.638336359,0.30547341,0.24201967,0.788032389,0.838517647,0.365659561,0.16830991,0.898251702,0.355090026,0.580235366,0.582633087,0.534117589,0.684069928,0.747488812,0.108713204,0.204126958,0.560169373,0.833383839,0.549564481,0.222938275,8/1/1992
20.1,0.747095379,0.420867088,0.666340417,0.732342398,0.649186712,0.711807513,0.749163203,0.749853875,0.877303528,0.810255073,0.383529412,0.80748622,0.183637436,0.732119957,0.607369178,0.724531354,0.61445057,0.25162983,0.741285187,0.452984227,0.454349275,0.646651963,0.726361439,0.793187271,0.268573771,0.40615585,0.399638575,0.383381883,0.461405889,0.272040228,0.399961738,0.752906607,0.745239725,0.288245534,0.140530972,0.879477865,0.431427869,0.523336895,0.471033091,0.40346491,0.588693642,0.7715503,0.066518386,0.178534004,0.41029377,0.830207048,0.721672648,0.376024235,9/1/1992
289.9,0.406687908,0.437706166,0.057424871,0.570826184,0.353413732,0.49942449,0.778016849,0.696517789,0.499829607,0.455009214,0.08,0.540796123,0.482641987,0.663758191,0.331875662,0.35174366,0.35935797,0.492485952,0.683279639,0.164353312,0.376750968,0.391593399,0.697574191,0.756930293,0.406011952,0.460025034,0.454685729,0.081089319,0.305558956,0.483783713,0.452682705,0.771371139,0.753098165,0.290228332,0.138258334,0.629013572,0.61038441,0.349743229,0.452315719,0.376145757,0.545151184,0.511209377,0.014820492,0.293329926,0.42137068,0.503165007,0.245236592,0.427984299,10/1/1992
238.5,0.278944363,0.272981546,0.408812647,0.286436066,0.208653239,0.203067738,0.638931671,0.729892237,0.374346505,0.266898993,0.503529412,0.310655598,0.741932491,0.565939908,0.17606107,0.577079193,0.392023582,0.757965377,0.546309952,0.927444795,0.375772571,0.268078816,0.915736706,0.490848998,0.323895412,0.258111282,0.692846063,0.502969412,0.173967585,0.657317847,0.690284634,0.676660722,0.587192353,0.14553474,0.149027695,0.236044228,0.618711234,0.212690703,0.270769252,0.180569208,0.392547897,0.320349514,0.478305461,0.535413828,0.259152888,0.285559616,0.330934387,0.631764611,11/1/1992
67.1,0.04210101,0.081881927,0.718307048,0.235805767,0.553967876,0.111090757,0.279108969,0.55169282,0.127969406,0.030089823,0.922352941,0.045010316,0.122833047,0.502178746,0.508451871,0.312448422,0.094794497,0.125677546,0.314711844,0.417981073,0.283254571,0.831160612,0.39237253,0.213585892,0.049694622,0.046324649,0.809586167,0.920896793,0.261839718,0.133531332,0.808664146,0.332176181,0.304242259,0.698978694,0.537815137,0.00335938,0.207500233,0.053931746,0.119256881,0.117499935,0.189882256,0.034530426,0.792463675,0.808441036,0.085162092,0.045158229,0.965292969,0.671436721,12/1/1992
0,0.075290363,0.176912521,0.55928536,0.276128362,0.638456711,0.241066835,0.375844787,0.494058781,0.39676449,0.117536446,0.381176471,0.207802872,0.040601488,0.430056755,0.659009801,0.601191543,0.484809355,0.038321167,0.339705689,0.677917981,0.511343924,0.715991386,0.236104958,1,0.036828257,0,0.919335386,0.380331769,0.599987424,0.041430876,0.918664133,0.352474893,0.379489344,0.665421679,0.373723612,0.154590212,0.092742857,0.168452971,0.214511025,0.279600386,0.180220122,0.229883635,0.68893924,0.563902083,0.194138169,0.040624243,0.931689361,0.850301998,1/1/1993
0,0.147597917,0.361587885,0.389613924,0.569246509,0.693970731,0.585470946,0.365012178,0.247690684,0.478744162,0.164228389,0.131764706,0.273387222,0.197527337,0.510007816,0.700930329,0.166914442,0.332376886,0.053273397,0.316833986,0.589274448,0.253959755,0.867805784,0.387569782,0.946030826,0.146379387,0.544950673,0.516870675,0.13206972,0.798008549,0.05512256,0.515028856,0.369957768,0.383476091,0.686358915,0.560103153,0.552269735,0.234064936,0.427414137,0.403909834,0.511966402,0.281583763,0.300845326,0.609745773,0.544103748,0.393226025,0.122811372,0.637484521,0.452643826,2/1/1993
